id,title,body,department,sentiment
216,Feedback sul soggiorno,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Check in lento, camera non pronta e prenotazione gestita con troppa approssimazione. Con le valigie e la macchina da sistemare l'attesa in reception è pesata il doppio. Non è andata bene, punto. Spero migliorino perché la struttura ha potenziale.",Reception,neg
217,Com'era il soggiorno,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Appena entrati si sentiva odore di pulito, asciugamani in ordine e stanza curata senza cose lasciate a metà. In generale il servizio ha funzionato. Detto questo, peccato per alcuni dettagli da sistemare. Direi che il soggiorno è stato centrato.",Housekeeping,pos
218,Appunti sul soggiorno,"Sul fronte reception male soprattutto per l'attesa e per come hanno gestito la prenotazione. Bilancio finale deludente. Per correttezza, almeno il personale ha provato a rimediare. Spero migliorino perché la struttura ha potenziale.",Reception,neg
219,Non proprio convincente,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. Per una semplice fattura ci hanno fatto tornare più volte al desk senza risolvere subito. Quando hai una prenotazione già confermata, dover ridire tutto tre volte stanca subito. Mi aspettavo una gestione migliore. A margine segnalo anche piatti e aperitivo, non solo l'area principale. Spero migliorino perché la struttura ha potenziale.",Reception,neg
220,Commento rapido,"Per la parte camera non ho da lamentarmi: letto rifatto bene, bagno pulito e ambiente curato. Esperienza bella piena e senza brutte sorprese. Detto questo, peccato per alcuni dettagli da sistemare. Se resta così, lo consiglio sereno.",Housekeeping,pos
221,Commento rapido - alla reception,Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Ho apprezzato parcheggio e pagamento; sul fronte assistenza il team e stato efficace. Onestamente lo consiglierei senza problemi.,Reception,pos
222,Non proprio convincente,"Lo scrivo adesso perchè è ancora fresco. Per la parte housekeeping male: stanza non davvero pronta, odore fastidioso e comfort lontano da quello promesso. Alla fine ci è rimasta una brutta sensazione. Per correttezza, almeno il personale ha provato a rimediare. Si sono incrociati pure aspetti su check out e attesa, da coordinare internamente.",Housekeeping,neg
223,Ci siamo trovati bene,"Siamo stati in struttura due notti. Ristorante promosso: menu chiaro, piatti saporiti e cameriere attento senza essere invadente. Nel complesso mi sono trovato bene. Detto questo, qualche passaggio è stato poco chiaro. Se resta così, lo consiglio sereno.",Reception,pos
224,Male più del previsto,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. La parte colazione/glutine non ha funzionato bene, soprattutto su varietà. Ci sono stati troppi problemi per far finta di niente. Per correttezza, una parte del team ha provato davvero a metterci una pezza. Così faccio fatica a consigliarlo ad amici o parenti.",F&B,neg
225,Recensione post viaggio,"Weekend veloce, recensione scritta a caldo. Sul fronte reception male soprattutto per l'attesa e per come hanno gestito la prenotazione. Bilancio finale deludente. Spero migliorino perché la struttura ha potenziale.",Reception,neg
226,Commento rapido,"Recensione sincera, senza giri di parole. Per materasso e riordino mi aspettavo molto di piu, male anche su igiene. Servizio da rivedere su piu punti. Per correttezza, una parte del team ha provato davvero a metterci una pezza. Tra una cosa e l'altra sono saltati fuori pure bevande e aperitivo, quindi non è solo colpa di un reparto. Non escludo un ritorno, ma solo con miglioramenti concreti.",Housekeeping,neg
227,Esperienza storta,"Weekend veloce, recensione scritta a caldo. Cena da rivedere: cameriere in affanno, piatti arrivati freddi e conto gestito male. Non è andata bene, punto. Il punto è che oltre al resto si sono incrociati pure manutenzione e doccia.",F&B,neg
228,Recensione schietta,"Per cameriere e torta davvero bene, con tempi di sala gestito in modo ordinato. Alla fine ci siamo trovati proprio bene. Se mantengono questo livello, ci tornerei.",F&B,pos
229,Commento rapido,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Per attesa e pagamento davvero bene, con organizzazione gestito in modo ordinato. In generale il servizio ha funzionato.",Reception,pos
230,Meglio del previsto,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. Ho apprezzato bar e cornetti; sul fronte qualità il team e stato efficace. Con amici e famiglia ci siamo trovati bene perché si mangiava bene e la sala girava liscia. Esperienza positiva e abbastanza lineare. Tra l'altro e uscito anche un tema su aria condizionata e letto, quindi il caso tocca piu reparti. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",F&B,pos
231,Recensione post viaggio,"Weekend veloce, recensione scritta a caldo. Colazione deludente, buffet poco curato e nessuno che chiarisse bene le opzioni per allergie o intolleranze. Con una persona anziana al tavolo il servizio lento e la confusione si sono sentiti ancora di più. Non è andata bene, punto. Per correttezza, una parte del servizio è stata curata. Spero migliorino perché la struttura ha potenziale.",F&B,neg
232,Feedback sul soggiorno,"Soggiorno breve ma intenso. Niente da dire su tavolo e cornetti, anche qualità in linea. Siamo usciti contenti e si vede. Detto questo, in certe fasce orarie il servizio rallenta. Non c'era solo il tema principale: si sono messi in mezzo anche camera e odore.",Reception,neg
233,Così non va - in ristorazione,"Viaggio corto ma abbastanza per capire come gira il posto. Diversi intoppi su aperitivo e porzioni; il fronte temperature e rimasto debole. Non è andata bene, punto. Per correttezza, va detto che lo staff è stato gentile.",F&B,neg
234,Esperienza bella piena,"Scrivo il feedback subito dopo il checkout. Per arrivo e partenza davvero bene: reception presente, disponibile e chiara. Nel complesso mi sono trovato bene.",Reception,pos
235,Valutazione generale,"La parte letto/cuscini mi ha convinto, soprattutto per rapidità del riordino. Siamo usciti contenti e si vede. Detto questo, non tutto ha girato liscio. A margine segnalo anche documenti e chiave, non solo l'area principale.",Housekeeping,pos
236,Posto promosso sul serio - in ristorazione,"Siamo stati in struttura due notti. Ristorante promosso: menu chiaro, piatti saporiti e cameriere attento senza essere invadente. Nel complesso mi sono trovato bene.",F&B,pos
237,Feedback senza filtri,"Lo scrivo adesso perchè è ancora fresco. Per documenti e prenotazione mi aspettavo molto di piu, male anche su gestione reclami. Servizio da rivedere su piu punti.",Reception,pos
238,Weekend positivo,"Recensione sincera, senza giri di parole. Appena entrati si sentiva odore di pulito, asciugamani in ordine e stanza curata senza cose lasciate a metà. Eravamo con un bimbo piccolo e poter entrare in una stanza già davvero in ordine ha fatto la differenza. Onestamente lo consiglierei senza problemi. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",Housekeeping,pos
239,Così non va,"Abbiamo mangiato male perché tra porzioni sbagliate, tempi lunghi e sala confusa non ci siamo proprio. Per un pranzo di famiglia ci aspettavamo più cura, non certo tempi morti e portate tiepide. Non è andata bene, punto.",F&B,neg
240,Recensione post viaggio,"Abbiamo mangiato male perché tra porzioni sbagliate, tempi lunghi e sala confusa non ci siamo proprio. Eravamo a tavola per stare tranquilli e invece tra attese e piatti sbagliati si è rovinato il momento. Mi aspettavo una gestione migliore. Tra l'altro e uscito anche un tema su letto e materasso, quindi il caso tocca piu reparti. Al momento non mi sento di consigliarlo senza riserve.",F&B,pos
241,Ci siamo trovati bene,"Scrivo il feedback subito dopo il checkout. Su bar e cena nessun problema, bene anche il lato varietà. Con amici e famiglia ci siamo trovati bene perché si mangiava bene e la sala girava liscia. Onestamente lo consiglierei senza problemi. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",F&B,pos
242,Buona esperienza - sull'accoglienza,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Per accoglienza e garage davvero bene, con disponibilità gestito in modo ordinato. Avevamo un treno presto e il check out rapido ci ha salvato la mattinata. Nel complesso mi sono trovato bene. Detto questo, non è stato perfetto fino in fondo.",Reception,pos
243,Commento rapido,"Soggiorno breve ma intenso. La parte ristorante/cornetti non ha funzionato bene, soprattutto su gestione allergie. Con una persona anziana al tavolo il servizio lento e la confusione si sono sentiti ancora di più. Per quello che abbiamo vissuto non posso parlarne bene. Per correttezza, una parte del servizio è stata curata.",F&B,neg
244,Com'è andata davvero,"Per letto e riordino davvero bene, con pulizia gestito in modo ordinato. Onestamente lo consiglierei senza problemi. Direi che il soggiorno è stato centrato.",Housekeeping,pos
245,Feedback sul soggiorno,"Ci siamo fermati solo per un fine settimana. La camera sembrava tirata via: lenzuola discutibili, asciugamani contati e doccia da rivedere. Bilancio finale deludente. Per correttezza, su un paio di cose si sono comportati bene. Al momento non mi sento di consigliarlo senza riserve.",Housekeeping,neg
246,Non proprio convincente,"Recensione sincera, senza giri di parole. Ho trovato criticita su riordino e letto, con gestione comfort poco efficace. Alla fine ci è rimasta una brutta sensazione.",Housekeeping,neg
247,Com'è andata davvero,"Siamo stati in struttura due notti. Ho apprezzato piatti e cornetti; sul fronte gestione allergie il team e stato efficace. Esperienza positiva e abbastanza lineare. Detto questo, qualche passaggio è stato poco chiaro.",F&B,pos
248,Troppi problemi tutti insieme,"Scrivo il feedback subito dopo il checkout. Ho trovato criticita su piatti e lattosio, con gestione qualità poco efficace. Nel complesso esperienza sotto le aspettative. Spero migliorino perché la struttura ha potenziale.",F&B,neg
249,Recensione schietta,"Feedback al volo dopo il rientro. Ho trovato criticita su doccia e cuscini, con gestione silenzio poco efficace. Ci sono stati troppi problemi per far finta di niente. Per correttezza, per onestà qualcosa di buono c'era. Il punto è che oltre al resto si sono incrociati pure tavolo e piatti.",Housekeeping,neg
250,Nel complesso promosso,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Check out veloce e fattura corretta al primo colpo, che non è scontato. Esperienza positiva e abbastanza lineare.",Reception,pos
251,Feedback senza filtri - su arrivo e partenza,"Soggiorno breve ma intenso. Per parcheggio e late check out mi aspettavo molto di piu, male anche su chiarezza. Mi aspettavo una gestione migliore. Per correttezza, per onestà qualcosa di buono c'era. Al momento non mi sento di consigliarlo senza riserve.",Reception,pos
252,Valutazione generale,"Viaggio di lavoro, quindi esperienza abbastanza pratica. La parte manutenzione/lenzuola non ha funzionato bene, soprattutto su igiene. Arrivando stanchi la sera, trovare il bagno in quelle condizioni ha peggiorato tutto il soggiorno. Mi aspettavo una gestione migliore. Per correttezza, comunque su altri aspetti si sono mossi bene.",Housekeeping,neg
253,Com'è andata davvero,"Weekend veloce, recensione scritta a caldo. Per glutine e aperitivo davvero bene, con qualità gestito in modo ordinato. Esperienza positiva e abbastanza lineare. Se mantengono questo livello, ci tornerei.",F&B,pos
254,Feedback sul soggiorno,"Su late check out e attesa nessun problema, bene anche il lato disponibilità. Esperienza positiva e abbastanza lineare. Detto questo, qualche passaggio è stato poco chiaro. Il punto è che oltre al resto si sono incrociati pure menu e buffet. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",Reception,pos
255,Com'era il soggiorno,"Su chiave e accoglienza ci sono stati problemi, e il lato organizzazione e da rivedere. Quando hai una prenotazione già confermata, dover ridire tutto tre volte stanca subito. Bilancio finale deludente. Peccato, perché il posto avrebbe pure del potenziale.",Reception,neg
256,Posto promosso sul serio,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Per prenotazione e accoglienza davvero bene, con organizzazione gestito in modo ordinato. Nel complesso mi sono trovato bene.",Reception,pos
257,Com'era il soggiorno - in ristorazione,Soggiorno breve ma intenso. Diversi intoppi su ristorante e piatti; il fronte temperature e rimasto debole. Alla fine ci è rimasta una brutta sensazione. Al momento non mi sento di consigliarlo senza riserve.,F&B,neg
258,Sotto le aspettative,"Siamo stati in struttura due notti. Abbiamo mangiato male perché tra porzioni sbagliate, tempi lunghi e sala confusa non ci siamo proprio. Non è andata bene, punto. Per correttezza, una parte del team ha provato davvero a metterci una pezza. Spero migliorino perché la struttura ha potenziale.",F&B,neg
259,Appunti sul soggiorno,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Per manutenzione e letto mi aspettavo molto di piu, male anche su pulizia. Arrivando stanchi la sera, trovare il bagno in quelle condizioni ha peggiorato tutto il soggiorno. Alla fine ci è rimasta una brutta sensazione.",Housekeeping,neg
260,Nel complesso promosso,"Lo scrivo adesso perchè è ancora fresco. La parte colazione/cameriere mi ha convinto, soprattutto per tempi di sala. Con amici e famiglia ci siamo trovati bene perché si mangiava bene e la sala girava liscia. Direi promosso, anche oltre le aspettative. Detto questo, qualche inciampo c'è stato.",F&B,pos
261,Appunti sul soggiorno,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Staff cortese a parole ma poco concreto su chiave, documenti e richiesta di supporto. Per quello che abbiamo vissuto non posso parlarne bene. Ad oggi non me la sento di parlarne bene senza riserve.",Reception,neg
262,Com'era il soggiorno,"Per cappuccino e cornetti davvero bene, con qualità gestito in modo ordinato. A pranzo ci siamo seduti affamati e ci siamo alzati davvero soddisfatti. Nel complesso mi sono trovato bene. Non c'era solo il tema principale: si sono messi in mezzo anche chiave e garage.",F&B,pos
263,Valutazione generale - in ristorazione,"Recensione sincera, senza giri di parole. Su menu e cornetti nessun problema, bene anche il lato gestione allergie. Alla fine ci siamo trovati proprio bene. Detto questo, in certe fasce orarie il servizio rallenta. Oltre a questo, ho notato problemi anche su materasso e asciugamani. Direi che il soggiorno è stato centrato.",F&B,pos
264,Feedback sul soggiorno,"Feedback al volo dopo il rientro. Su porzioni e pranzo nessun problema, bene anche il lato gestione allergie. Nel complesso mi sono trovato bene. Detto questo, restano margini di miglioramento. Se mantengono questo livello, ci tornerei.",F&B,pos
265,Appunti sul soggiorno,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Su doccia e bagno ci sono stati problemi, e il lato intervento tecnico e da rivedere. Mi aspettavo una gestione migliore.",Reception,neg
266,Com'era il soggiorno,"Su cuscini e doccia nessun problema, bene anche il lato silenzio. Eravamo con un bimbo piccolo e poter entrare in una stanza già davvero in ordine ha fatto la differenza. Esperienza bella piena e senza brutte sorprese. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",Housekeeping,neg
267,Feedback senza filtri,"Siamo stati in struttura due notti. Alla reception ci hanno preso in carico subito, con spiegazioni chiare e zero confusione. Alla fine ci siamo trovati proprio bene. Si sono incrociati pure aspetti su aria condizionata e letto, da coordinare internamente. Per me esperienza complessivamente valida.",Reception,neg
268,Recensione schietta,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. La parte check in/attesa non ha funzionato bene, soprattutto su rapidità. Per quello che abbiamo vissuto non posso parlarne bene. Così faccio fatica a consigliarlo ad amici o parenti.",Reception,neg
269,Recensione post viaggio - su arrivo e partenza,"Recensione sincera, senza giri di parole. Su prenotazione, documenti e parcheggio e filato tutto liscio senza code inutili. Bilancio finale buono, tornerei. Se resta così, lo consiglio sereno.",Reception,pos
270,Esperienza da rivedere,"Weekend veloce, recensione scritta a caldo. Cena da rivedere: cameriere in affanno, piatti arrivati freddi e conto gestito male. Mi aspettavo una gestione migliore.",F&B,neg
271,Weekend positivo - su arrivo e partenza,"Per documenti e parcheggio davvero bene, con rapidità gestito in modo ordinato. Onestamente lo consiglierei senza problemi. A cascata ho visto pure questioni su bevande e ristorante. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",Reception,neg
272,Torneremmo volentieri - sulla stanza,Siamo stati in struttura due notti. Ho apprezzato stanza e materasso; sul fronte rapidità del riordino il team e stato efficace. Per noi è andata bene davvero. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.,Housekeeping,neg
273,Commento rapido,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Su prenotazione, documenti e parcheggio e filato tutto liscio senza code inutili. Con varie richieste al volo hanno risposto bene e senza mandarci avanti e indietro. Bilancio finale buono, tornerei. A margine segnalo anche bevande e menu, non solo l'area principale.",Reception,pos
274,Appunti sul soggiorno,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. Diversi intoppi su menu e cappuccino; il fronte tempi di sala e rimasto debole. Servizio da rivedere su piu punti.",F&B,neg
275,Appunti sul soggiorno - su arrivo e partenza,"Siamo stati in struttura due notti. Su prenotazione, documenti e parcheggio e filato tutto liscio senza code inutili. Siamo arrivati stanchi e in ritardo, ma ci hanno sbrigato tutto senza farci perdere altro tempo. Esperienza positiva e abbastanza lineare. Direi che il soggiorno è stato centrato.",Reception,pos
276,Così non va,"Sul lato ristorazione esperienza fiacca, con menu poco chiaro e qualità sotto tono. Non è andata bene, punto. Al momento non mi sento di consigliarlo senza riserve.",F&B,neg
277,Feedback senza filtri - sul buffet,"Recensione sincera, senza giri di parole. Ho apprezzato buffet e piatti; sul fronte servizio il team e stato efficace. Esperienza bella piena e senza brutte sorprese.",F&B,pos
278,Recensione post viaggio - sul buffet,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Ristorante promosso: menu chiaro, piatti saporiti e cameriere attento senza essere invadente. Direi promosso, anche oltre le aspettative. Detto questo, non tutto ha girato liscio. Se resta così, lo consiglio sereno.",F&B,pos
279,Valutazione generale,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. La parte late check out/navetta non ha funzionato bene, soprattutto su gestione reclami. Bilancio finale deludente. Per correttezza, su un paio di cose si sono comportati bene. Non escludo un ritorno, ma solo con miglioramenti concreti.",Reception,neg
280,Com'è andata davvero,"A colazione e a cena si mangiava bene davvero, con porzioni giuste e servizio presente. A pranzo ci siamo seduti affamati e ci siamo alzati davvero soddisfatti. Nel complesso mi sono trovato bene. Direi che il soggiorno è stato centrato.",Housekeeping,pos
281,Recensione schietta,"Recensione sincera, senza giri di parole. La notte è stata pesante per via di rumore, aria condizionata ballerina e sensazione generale di poca cura. Per quello che abbiamo vissuto non posso parlarne bene. Ad oggi non me la sento di parlarne bene senza riserve.",Housekeeping,neg
282,Valutazione generale,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Per stanza e polvere davvero bene, con silenzio gestito in modo ordinato. Con il caldo di questi giorni avere aria condizionata e letto in ordine ci ha rimesso al mondo. In generale il servizio ha funzionato. Detto questo, non tutto ha girato liscio. A cascata ho visto pure questioni su lattosio e cappuccino.",Housekeeping,pos
283,Due righe sincere - sull'accoglienza,"La parte chiave/parcheggio mi ha convinto, soprattutto per chiarezza. Con varie richieste al volo hanno risposto bene e senza mandarci avanti e indietro. Nel complesso mi sono trovato bene. Detto questo, qualche inciampo c'è stato. Per me esperienza complessivamente valida.",Reception,pos
284,Così non va,"Viaggio di lavoro, quindi esperienza abbastanza pratica. In stanza abbiamo trovato polvere, bagno sistemato male e un odore che non passava nemmeno con la finestra aperta. Dopo una giornata intera fuori volevamo solo una camera a posto, e invece abbiamo trovato disordine e odori. Onestamente ci sono stati troppi intoppi. A cascata ho visto pure questioni su tavolo e pranzo. Al momento non mi sento di consigliarlo senza riserve.",Housekeeping,neg
285,Qualche problema di troppo,"Ho trovato criticita su pagamento e parcheggio, con gestione gestione reclami poco efficace. Quando hai una prenotazione già confermata, dover ridire tutto tre volte stanca subito. Ci sono stati troppi problemi per far finta di niente. Per correttezza, almeno il personale ha provato a rimediare. Spero migliorino perché la struttura ha potenziale.",Reception,neg
286,Com'era il soggiorno,"Scrivo il feedback subito dopo il checkout. Per camera pronta e late check out mi aspettavo molto di piu, male anche su assistenza. Ci sono stati troppi problemi per far finta di niente. Così faccio fatica a consigliarlo ad amici o parenti.",Reception,neg
287,Commento rapido - in camera,"La camera sembrava tirata via: lenzuola discutibili, asciugamani contati e doccia da rivedere. Con una bambina piccola una stanza così poco curata si nota subito e pesa parecchio. Alla fine ci è rimasta una brutta sensazione. Così faccio fatica a consigliarlo ad amici o parenti.",Housekeeping,neg
288,Male più del previsto,"Per una semplice fattura ci hanno fatto tornare più volte al desk senza risolvere subito. Nel complesso esperienza sotto le aspettative. Tra una cosa e l'altra sono saltati fuori pure bagno e odore, quindi non è solo colpa di un reparto. Non escludo un ritorno, ma solo con miglioramenti concreti.",Reception,pos
289,Com'era il soggiorno,"Scrivo il feedback subito dopo il checkout. Su torta e bar nessun problema, bene anche il lato tempi di sala. Siamo usciti contenti e si vede. Detto questo, in certe fasce orarie il servizio rallenta.",F&B,pos
290,Così non va - sul buffet,"Scrivo il feedback subito dopo il checkout. A tavola male: piatti tiepidi, attese lunghe e servizio che si perdeva tra un tavolo e l'altro. Per quello che abbiamo vissuto non posso parlarne bene. Per correttezza, non tutto era da buttare. Così faccio fatica a consigliarlo ad amici o parenti.",F&B,neg
291,Non ci siamo proprio,"Ho trovato criticita su ristorante e cappuccino, con gestione tempi di sala poco efficace. Con una persona anziana al tavolo il servizio lento e la confusione si sono sentiti ancora di più. Nel complesso esperienza sotto le aspettative.",F&B,neg
292,Meglio del previsto - sulla pulizia,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. Si dormiva bene perché stanza, cuscini e aria condizionata erano messi a posto come ci si aspetta. Siamo usciti contenti e si vede.",Housekeeping,pos
293,Esperienza da rivedere,"Lo scrivo adesso perchè è ancora fresco. Cena da rivedere: cameriere in affanno, piatti arrivati freddi e conto gestito male. Eravamo a tavola per stare tranquilli e invece tra attese e piatti sbagliati si è rovinato il momento. Alla fine ci è rimasta una brutta sensazione. Ad oggi non me la sento di parlarne bene senza riserve.",F&B,neg
294,Feedback sul soggiorno,"Ci siamo fermati solo per un fine settimana. Per pranzo e cena ci aspettavamo altro: tavolo dimenticato, bevande lente e servizio troppo approssimativo. Mi aspettavo una gestione migliore. Per correttezza, va detto che lo staff è stato gentile. Peccato, perché il posto avrebbe pure del potenziale.",F&B,neg
295,Due righe sincere - sull'accoglienza,"Ci siamo fermati solo per un fine settimana. Ci hanno gestito bene dal primo minuto, anche con una richiesta extra sul late check out. Bilancio finale buono, tornerei.",Reception,pos
296,Appunti sul soggiorno,"Soggiorno breve ma intenso. Su prenotazione, documenti e parcheggio e filato tutto liscio senza code inutili. Siamo arrivati stanchi e in ritardo, ma ci hanno sbrigato tutto senza farci perdere altro tempo. Esperienza positiva e abbastanza lineare.",Reception,pos
297,Torneremmo volentieri,"Soggiorno breve ma intenso. Camera pulita sul serio, letto comodo e bagno sistemato come si deve già dal primo pomeriggio. Per noi è andata bene davvero. Detto questo, si poteva fare meglio in alcuni punti. Il punto è che oltre al resto si sono incrociati pure torta e tavolo. Per me esperienza complessivamente valida.",F&B,pos
298,Com'è andata davvero,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Riordino fatto bene ogni giorno, niente polvere sugli appoggi e doccia finalmente in ordine. Onestamente lo consiglierei senza problemi. Se mantengono questo livello, ci tornerei.",Housekeeping,pos
299,Recensione post viaggio,"Scrivo il feedback subito dopo il checkout. Riordino fatto male, letto sistemato in fretta e bagno lasciato con dettagli che non dovrebbero esserci. Arrivando stanchi la sera, trovare il bagno in quelle condizioni ha peggiorato tutto il soggiorno. Bilancio finale deludente. Al momento non mi sento di consigliarlo senza riserve.",Housekeeping,pos
300,Appunti sul soggiorno,"Scrivo il feedback subito dopo il checkout. A tavola male: piatti tiepidi, attese lunghe e servizio che si perdeva tra un tavolo e l'altro. Onestamente ci sono stati troppi intoppi. Oltre a questo, ho notato problemi anche su pagamento e chiave.",F&B,neg
301,Com'è andata davvero - sull'accoglienza,"Siamo stati in struttura due notti. Ho trovato criticita su parcheggio e attesa, con gestione chiarezza poco efficace. Sinceramente così non ci siamo. Per correttezza, una parte del team ha provato davvero a metterci una pezza. Il punto è che oltre al resto si sono incrociati pure manutenzione e lenzuola. Spero migliorino perché la struttura ha potenziale.",Reception,pos
302,Piacevole davvero - alla reception,"Siamo stati in struttura due notti. Alla reception ci hanno preso in carico subito, con spiegazioni chiare e zero confusione. Avevamo un treno presto e il check out rapido ci ha salvato la mattinata. In generale il servizio ha funzionato.",Reception,pos
303,Valutazione generale,"Scrivo il feedback subito dopo il checkout. Per torta e glutine davvero bene, con temperature gestito in modo ordinato. Eravamo a festeggiare un compleanno e la nonna è rimasta contenta di torta, tavolo e atmosfera. Direi promosso, anche oltre le aspettative. Detto questo, restano margini di miglioramento.",F&B,pos
304,Feedback senza filtri,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. Niente da dire su aria condizionata e stanza, anche igiene in linea. Direi promosso, anche oltre le aspettative. Per me esperienza complessivamente valida.",Housekeeping,pos
305,Qualche problema di troppo,"Viaggio corto ma abbastanza per capire come gira il posto. Sul fronte reception male soprattutto per l'attesa e per come hanno gestito la prenotazione. Dopo il viaggio non avevamo energie per fare fila al desk, ma è andata proprio così. Bilancio finale deludente. Per correttezza, almeno il personale ha provato a rimediare.",Housekeeping,neg
306,Appunti sul soggiorno,"Ci siamo fermati solo per un fine settimana. Per lenzuola e stanza mi aspettavo molto di piu, male anche su silenzio. Servizio da rivedere su piu punti.",Housekeeping,neg
307,Valutazione generale,"Soggiorno breve ma intenso. A colazione e a cena si mangiava bene davvero, con porzioni giuste e servizio presente. Onestamente lo consiglierei senza problemi. Tra una cosa e l'altra sono saltati fuori pure fattura e chiave, quindi non è solo colpa di un reparto. Alla fine ci siamo alzati dal tavolo e dalla stanza contenti.",F&B,pos
308,Nel complesso promosso,"Viaggio corto ma abbastanza per capire come gira il posto. Abbiamo mangiato assai e bene: piatti curati, sala tranquilla e tempi sensati. Direi promosso, anche oltre le aspettative. Detto questo, non tutto ha girato liscio. Direi che il soggiorno è stato centrato.",F&B,pos
309,Meglio del previsto,"Soggiorno breve ma intenso. La parte camera/materasso mi ha convinto, soprattutto per intervento tecnico. Per noi è andata bene davvero. Detto questo, peccato per alcuni dettagli da sistemare. Per me esperienza complessivamente valida.",Housekeeping,pos
310,Feedback senza filtri,"Weekend veloce, recensione scritta a caldo. Su parcheggio e pagamento nessun problema, bene anche il lato gestione reclami. Esperienza bella piena e senza brutte sorprese. Detto questo, in certe fasce orarie il servizio rallenta.",Reception,pos
311,Com'è andata davvero,"Weekend veloce, recensione scritta a caldo. Su tavolo e glutine ci sono stati problemi, e il lato qualità e da rivedere. Ci sono stati troppi problemi per far finta di niente. Al momento non mi sento di consigliarlo senza riserve.",F&B,neg
312,Recensione schietta,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Check in lento, camera non pronta e prenotazione gestita con troppa approssimazione. Quando hai una prenotazione già confermata, dover ridire tutto tre volte stanca subito. Servizio da rivedere su piu punti. Tra una cosa e l'altra sono saltati fuori pure torta e tavolo, quindi non è solo colpa di un reparto. Non escludo un ritorno, ma solo con miglioramenti concreti.",Reception,neg
313,Sotto le aspettative,"La parte garage/accoglienza non ha funzionato bene, soprattutto su disponibilità. Con le valigie e la macchina da sistemare l'attesa in reception è pesata il doppio. Onestamente ci sono stati troppi intoppi.",Reception,neg
314,Recensione schietta,"Ci siamo fermati solo per un fine settimana. Riordino fatto bene ogni giorno, niente polvere sugli appoggi e doccia finalmente in ordine. In generale il servizio ha funzionato.",Housekeeping,pos
315,Recensione post viaggio,"Soggiorno breve ma intenso. Diversi intoppi su navetta e check in; il fronte organizzazione e rimasto debole. Dopo il viaggio non avevamo energie per fare fila al desk, ma è andata proprio così. Per quello che abbiamo vissuto non posso parlarne bene. Al momento non mi sento di consigliarlo senza riserve.",Reception,neg
316,Commento rapido - su colazione e ristorante,"Parlo da ospite normale, non da cliente che cerca il pelo nell'uovo. Su glutine e colazione ci sono stati problemi, e il lato servizio e da rivedere. Servizio da rivedere su piu punti.",F&B,neg
317,Sotto le aspettative,"Eravamo lì per un'occasione di famiglia e quindi ci siamo accorti di tutto. Cena da rivedere: cameriere in affanno, piatti arrivati freddi e conto gestito male. Eravamo a tavola per stare tranquilli e invece tra attese e piatti sbagliati si è rovinato il momento. Bilancio finale deludente. Per correttezza, comunque su altri aspetti si sono mossi bene. Al momento non mi sento di consigliarlo senza riserve.",F&B,neg
318,Buona esperienza,"Siamo stati in struttura due notti. La parte garage/fattura mi ha convinto, soprattutto per disponibilità. Siamo usciti contenti e si vede. Il punto è che oltre al resto si sono incrociati pure pranzo e porzioni. Per me esperienza complessivamente valida.",Reception,pos
319,Non proprio convincente,"Ci siamo fermati solo per un fine settimana. La notte è stata pesante per via di rumore, aria condizionata ballerina e sensazione generale di poca cura. Con una bambina piccola una stanza così poco curata si nota subito e pesa parecchio. Servizio da rivedere su piu punti. Peccato, perché il posto avrebbe pure del potenziale.",Housekeeping,neg
